Step,NodeId
1,23
2,32
3,76
4,85
5,125
6,134
7,174
8,183
9,223
10,232
11,272
12,281
13,321
14,330
15,370
16,379
17,419
18,428
19,431
20,433
21,435
22,437
23,439
24,441
25,443
26,445
27,496
28,505
29,508
30,510
31,512
32,514
33,516
34,518
35,520
36,522
37,569
38,578
39,581
40,583
41,585
42,587
43,589
44,591
45,593
46,595
47,642
48,651
49,654
50,656
51,658
52,660
53,662
54,664
55,666
56,668
57,715
58,724
59,727
60,729
61,731
62,733
63,735
64,737
65,739
66,741
67,788
68,797
69,800
70,802
71,804
72,806
73,808
74,810
75,812
76,814
77,861
78,870
79,873
80,875
81,877
82,879
83,881
84,883
85,885
86,887
87,934
88,943
89,946
90,948
91,950
92,952
93,954
94,956
95,958
96,960
97,1011
98,1020
99,1023
100,1025
101,1027
102,1029
103,1031
104,1033
105,1035
106,1037
107,1088
108,1097
109,1100
110,1102
111,1104
112,1106
113,1108
114,1110
115,1112
116,1114
117,1161
118,1170
119,1173
120,1175
121,1177
122,1179
123,1181
124,1183
125,1185
126,1187
127,1234
128,1243
129,1246
130,1248
131,1250
132,1252
133,1254
134,1256
135,1258
136,1260
137,1307
138,1316
139,1319
140,1321
141,1323
142,1325
143,1327
144,1329
145,1331
146,1333
147,1380
148,1389
149,1392
150,1394
151,1396
152,1398
153,1400
154,1402
155,1404
156,1406
157,1453
158,1462
159,1465
160,1467
161,1469
162,1471
163,1473
164,1475
165,1477
166,1479
167,1526
168,1535
169,1538
170,1540
171,1542
172,1544
173,1546
174,1548
175,1550
176,1552
177,1603
178,1612
179,1615
180,1617
181,1619
182,1621
183,1623
184,1625
185,1627
186,1629
187,1680
188,1689
189,1692
190,1694
191,1696
192,1698
193,1700
194,1702
195,1704
196,1706
197,1753
198,1762
199,1765
200,1767
201,1769
202,1771
203,1773
204,1775
205,1777
206,1779
207,1826
208,1835
209,1838
210,1840
211,1842
212,1844
213,1846
214,1848
215,1850
216,1852
217,1899
218,1908
219,1911
220,1913
221,1915
222,1917
223,1919
224,1921
225,1923
226,1925
227,1972
228,1981
229,1984
230,1986
231,1988
232,1990
233,1992
234,1994
235,1996
236,1998
237,2045
238,2054
239,2057
240,2059
241,2061
242,2063
243,2065
244,2067
245,2069
246,2071
247,2118
248,2127
249,2130
250,2132
251,2134
252,2136
253,2138
254,2140
255,2142
256,2144
257,2195
258,2204
259,2207
260,2209
261,2211
262,2213
263,2215
264,2217
265,2219
266,2221
267,2272
268,2281
269,2284
270,2286
271,2288
272,2290
273,2292
274,2294
275,2296
276,2298
277,2345
278,2354
279,2357
280,2359
281,2361
282,2363
283,2365
284,2367
285,2369
286,2371
287,2418
288,2427
289,2430
290,2432
291,2434
292,2436
293,2438
294,2440
295,2442
296,2444
297,2491
298,2500
299,2503
300,2505
301,2507
302,2509
303,2511
304,2513
305,2515
306,2517
307,2564
308,2573
309,2576
310,2578
311,2580
312,2582
313,2584
314,2586
315,2588
316,2590
317,2637
318,2646
319,2649
320,2651
321,2653
322,2655
323,2657
324,2659
325,2661
326,2663
327,2710
328,2719
329,2722
330,2724
331,2726
332,2728
333,2730
334,2732
335,2734
336,2736
337,2787
338,2796
339,2799
340,2801
341,2803
342,2805
343,2807
344,2809
345,2811
346,2813
347,2864
348,2873
349,2876
350,2878
351,2880
352,2882
353,2884
354,2886
355,2888
356,2890
357,2937
358,2946
359,2949
360,2951
361,2953
362,2955
363,2957
364,2959
365,2961
366,2963
367,3010
368,3019
369,3022
370,3024
371,3026
372,3028
373,3030
374,3032
375,3034
376,3036
377,3083
378,3092
379,3095
380,3097
381,3099
382,3101
383,3103
384,3105
385,3107
386,3109
387,3156
388,3165
389,3168
390,3170
391,3172
392,3174
393,3176
394,3178
395,3180
396,3182
397,3229
398,3238
399,3241
400,3243
401,3245
402,3247
403,3249
404,3251
405,3253
406,3255
407,3302
408,3311
409,3314
410,3316
411,3318
412,3320
413,3322
414,3324
415,3326
416,3328
417,3379
418,3388
419,3391
420,3393
421,3395
422,3397
423,3399
424,3401
425,3403
426,3405
427,3456
428,3465
429,3468
430,3470
431,3472
432,3474
433,3476
434,3478
435,3480
436,3482
437,3529
438,3538
439,3541
440,3543
441,3545
442,3547
443,3549
444,3551
445,3553
446,3555
447,3602
448,3611
449,3614
450,3616
451,3618
452,3620
453,3622
454,3624
455,3626
456,3628
457,3675
458,3684
459,3687
460,3689
461,3691
462,3693
463,3695
464,3697
465,3699
466,3701
467,3748
468,3757
469,3760
470,3762
471,3764
472,3766
473,3768
474,3770
475,3772
476,3774
477,3821
478,3830
479,3833
480,3835
481,3837
482,3839
483,3841
484,3843
485,3845
486,3847
487,3894
488,3903
489,3906
490,3908
491,3910
492,3912
493,3914
494,3916
495,3918
496,3920
497,3971
498,3980
499,3983
500,3985
501,3987
502,3989
503,3991
504,3993
505,3995
506,3997
507,4033
508,4058
509,4067
510,4070
511,4072
512,4074
513,6952
514,6954
515,6956
516,6958
517,6960
518,6962
519,6964
520,6966
521,6968
522,6970
523,6972
524,6974
525,6976
526,6978
527,6980
528,6982
529,6984
530,6986
531,6988
532,6990
533,6992
534,6994
535,6996
536,6998
537,7000
538,7002
539,7004
540,7006
541,7008
542,7010
543,7012
544,7014
545,7016
546,7018
547,7020
548,7022
549,7024
550,7026
551,7028
552,7030
553,7032
554,7034
555,7036
556,7038
557,7040
558,7042
559,7044
560,7046
561,7048
562,7050
563,7052
564,7054
565,7056
566,7058
567,7060
568,7062
569,7064
570,7066
571,7068
572,7070
573,7072
574,7074
575,7076
576,7078
577,7080
578,7082
579,7084
580,7086
581,7088
582,7090
583,7092
584,7094
585,7096
586,7098
587,7100
588,7102
589,7104
590,7106
591,7108
592,7110
593,7112
594,7114
595,7116
596,7118
597,7120
598,7122
599,7124
600,7126
601,7128
602,7130
603,7132
604,7134
605,7136
606,7138
607,7140
608,7142
609,7144
610,7146
611,7148
612,7150
613,7152
614,7154
615,7156
616,7158
617,7160
618,7162
619,7164
620,7166
621,7168
622,7170
623,7172
624,7174
625,7176
626,7178
627,7180
628,7182
629,7184
630,7186
631,7188
632,7190
633,7192
634,7194
635,7196
636,7198
637,7200
638,7202
639,7204
640,7206
641,7208
642,7210
643,7212
644,7214
645,7216
646,7218
647,7220
648,7222
649,7224
650,7226
651,7228
652,7230
653,7232
654,7234
655,7236
656,7238
657,7240
658,7242
659,7244
660,7246
661,7248
662,7250
663,7252
664,7254
665,7256
666,7258
667,7260
668,7262
669,7264
670,7266
671,7268
672,7270
673,7272
674,7274
675,7276
676,7278
677,7280
678,7282
679,7284
680,7286
681,7288
